SEX,SEX_MAP,EMOT,/content/drive/MyDrive/project_gender_sterotype_persian,id,SIT,SIT_Persian
1,male,6,shame,2715,I am ashamed when I am not prepared in a subject and I have to answer in the presence of the patients.,من وقتی در یک موضوع آماده نیستم و در حضور بیماران باید پاسخ دهم، احساس شرم می‌کنم.
1,male,5,disgust,6062,"Students on campus were unnecessarily creating trouble just to heckle the authorities - not to achieve something concrete, but to further their own interest.",دانشجویان در کمپوس به طور غیرضروری ایجاد مشکل می‌کردند تنها برای سرکوب مقامات - نه برای دستیابی به چیزی ملموس، بلکه برای پیشبرد منافع خود.
1,male,3,anger,2419,A girl entered in the division where I work and greeted everybody but not me.,دختری وارد بخشی که من در آن کار می‌کنم شد و همه را سلام کرد، اما مرا نه.
2,female,5,disgust,2002,"At school, when the only thing people my age could think of was getting rolling drunk. They couldn't have a good time without firstly getting drunk.",در مدرسه، زمانی که تنها چیزی که افراد هم سن و سال من می توانستند به آن فکر کنند مست شدن بود. آنها نمی توانستند بدون ابتدا مست شدن سرگرم شوند.
1,male,6,shame,3936,When I overslept for the second time on the day I had an examination.,وقتی که برای دومین بار در روزی که امتحان داشتم، خواب ماندم.
1,male,6,shame,282,When I did not buy what I had promised to.,وقتی چیزی را که وعده داده بودم نخریدم.
1,male,6,shame,910,"At the funeral of my uncle, I was one of the bearers.  I was not familiar with the etiquette and acted tactlessly because of my ignorance.",در مراسم تدفین دایی من، من یکی از حامالن بودم. من با مدب های معمول آشنا نبودم و به خاطر نادانی خود به طرز نامناسبی رفتار کردم.
1,male,4,sadness,4163,A friend of mine who was driving a car ahead of me died in a car accident.,دوست من که جلوی من در حال رانندگی بود در یک تصادف اتومبیل درگذشت.
1,male,2,fear,5097,Whenever I think of enrolling in Organic Chemistry.,در هر زمان که به ثبت‌نام در درس شیمی آلی فکر می‌کنم.
1,male,5,disgust,2707,Negative statement concerning me of a friend before strangers.,دوست من در برابر بیگانگان در مورد من اظهار نظر منفی کرد.
2,female,5,disgust,2512,"I was returning from the Universtity at night when I was accosted by a boy who molested me, passing his hands on my body.",من در شب از دانشگاه برمی‌گشتم که با پسری روبه‌رو شدم که مرا آزار و اذیت کرد و با دست‌هایش بر بدنم دست کشید.
2,female,2,fear,650,"Having quarreled with a boyfriend, he threatened to leave me.",به دلیل اختلاف با دوستش، او تهدید کرد که مرا ترک کند.
1,male,2,fear,6216,I was very scared at the time of the Ty.B.Sc examination as I had decided to get 1st class results.  I was afraid thinking of how the papers would be.,من در زمان امتحان Ty.B.Sc به شدت ترسیده بودم چرا که تصمیم گرفته بودم نتایج درجه اول را به دست آورم. من از فکر اینکه چگونه کاغذها خواهند بود ترسیده بودم.
2,female,4,sadness,2546,I was watching television. It was about midnight when a very dear friend called saying that his father had died in an accident.,در آن هنگام میانه‌ی شب بود که یک دوست بسیار عزیز به من زنگ زد و گفت که پدرش در تصادفی جان باخته است.
2,female,3,anger,2943,When I am made to do things in which I see no sense and I waste my time. Some time ago I had to participate in a sociological investigation and then I got really angry.,وقتی مجبور می‌شوم کارهایی را انجام دهم که در آن هیچ معنایی نمی‌بینم و وقتم را هدر می‌دهم. مدتی پیش، مجبور شدم در یک بررسی جامعه‌شناختی شرکت کنم و واقعاً عصبانی شدم.
2,female,6,shame,1579,I came home from a party rather drunk. I said things I would never have said normally. Next morning I was terribly ashamed about what I had said.,من از یک مهمانی کمی مست به خانه آمدم. چیزهایی گفتم که به طور معمول هرگز نمی‌گفتم. صبح بعد از آن، از آنچه گفته بودم به شدت خجالت زده بودم.
2,female,6,shame,4470,I greeted and embraced the wrong person thinking that it was my friend.,من به اشتباه شخص دیگری را سلام کردم و در آغوش گرفتم، گمان کردم که دوستم است.
1,male,4,sadness,2958,When my dog was stolen.,وقتی که سگ من دزدیده شد.
1,male,5,disgust,5635,Cleaning the bathroom of my apt. and realizing my roommate who had lived there all summer by himself had never cleaned the place.,تمیز کردن سرویس بهداشتی آپارتمان من و متوجه شدن که همسایه ام که تمام تابستان در آنجا تنها زندگی می کرد هرگز آنجا را تمیز نکرده بود.
2,female,1,joy,2635,For the first time in my life telling someone I loved them.,برای اولین بار در زندگی‌ام به کسی گفتن که او را دوست دارم.
1,male,2,fear,6222,It was the time when I was in no position to secure a Ist class in the M.Sc exam and this was likely to affect my career.,در آن زمان، من در موقعیتی نبودم که بتوانم نمره درجه اول را در امتحان کارشناسی ارشد تضمین کنم و این احتمالاً بر روی مسیر شغلی من تأثیر خواهد گذاشت.
2,female,3,anger,2950,"I unfairly got a low mark on an exam and I failed to win a grant, since then I don't have much confidence in myself at an exam.",در آزمونی به ناعادلانه نمره پایینی گرفتم و نتوانستم جایزه ای را به دست آورم، از آن زمان به خود در آزمون چندان اعتماد ندارم.
1,male,3,anger,671,"My mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen.",مادرم و دوستانش در مورد پدرم بد صحبت می‌کردند وقتی که از هم جدا شده بودند، و برادران و خواهران و خود من اجازه داشتیم که گوش کنیم.
1,male,7,guilt,925,When I shot a bird in the head with a shotgun.,با تفنگ شکاری پرنده را در سر هدف قرار دادم.
2,female,3,anger,4183,When males in my family try to assign house duties exclusively with referance to sex.,چوقتی که مردان خانواده من سعی می‌کنند وظایف خانه را صرفاً بر اساس جنسیت تخصیص دهند.
2,female,6,shame,3456,When I let my girlfriend use my essay to help her to write hers and the tutor found them alike.,وقتی که اجازه دادم دوست دخترم از مقاله ام برای کمک به نوشتن مقاله خودش استفاده کند و استاد متوجه شباهت آنها شد.
1,male,7,guilt,5251,When I told my uncle a false story - that people had stolen the books from my room and I demanded money from him.  When he found out the truth I was in trouble.,به عمویم یک داستان دروغین گفتم - اینکه افراد کتاب‌های من را از اتاقم دزدیده‌اند و من از او پول خواستم. وقتی حقیقت را فهمید، من در مشکل گرفتار شدم.
1,male,2,fear,6462,It was last week on Saturday night when I was at Mchesi. I feared to cross the Lilongwe River Bridge to come back to School due to darkness - until somebody had to escort me.,خیلی شبی بود که من در مچزی بودم. من از عبور از پل رودخانه لیلونگوه برای برگشتن به مدرسه به دلیل تاریکی هراس داشتم - تا اینکه کسی باید مرا همراهی کند.
2,female,4,sadness,2638,When I couldn't find my dog which was missing.,وقتی که نتوانستم سگ گمشده ام را پیدا کنم.
2,female,3,anger,774,I get angry when people disbelieve me or misunderstand me.,من وقتی که مردم به من اعتماد ندارند یا من را درک نمی‌کنند، عصبانی می‌شوم.
1,male,2,fear,5218,When I went to my first dental appointment.,وقتی که به اولین معاینه دندانپزشکی خود رفتم.
1,male,4,sadness,6245,"I was very sad when I did not get admission in the English college, as I had 1% less marks than they wanted.",متأسفانه زمانی که در آن کالج انگلیسی پذیرفته نشدم، بسیار ناراحت بودم، چرا که ۱% کمتر از نمرات مورد نیاز آنها داشتم.
2,female,1,joy,7463,When the result of the certificate exam was announced.  I was surprised and happy as the result was better than I had expected.,نتیجه امتحان گواهینامه که اعلام شد، من شگفت زده و خوشحال بودم چرا که نتیجه بهتر از آنچه انتظار داشتم بود.
1,male,2,fear,6916,Beaten up by a classmate in school.,کتک خورده توسط یک همکلاسی در مدرسه.
1,male,4,sadness,6775,Not being accepted by classmates in university.,عدم پذیرش توسط همکلاسی‌ها در دانشگاه.
1,male,2,fear,4328,"I was at the cinema with my sister and her boyfriend.  A man sitting beside me started to stroke my leg for a while, he left in the middle of the film.",من در سینما با خواهرم و دوست پسرش بودم. مردی که کنار من نشسته بود، مدتی شروع به نوازش پای من کرد و در وسط فیلم رفت.
2,female,3,anger,6711,Somebody took my wristwatch and promised to have it mended and later was telling me that he couldn't give it back to me because I was rude at a certain time.,چیزی شخصی مچ بند ساعت مرا برداشت و قول داد که آن را تعمیر کند و بعدا به من گفت که نمی‌تواند آن را به من برگرداند زیرا من در زمانی خاص بی‌ادب بودم.
2,female,1,joy,2324,"To have a friend who I didn't see for months, and under the circumstances that I met him made me feel happy, and perhaps because it has been one of the good things that I learned with this friend.",به داشتن دوستی که ماه‌ها او را ندیده بودم و تحت شرایطی که او را ملاقات کردم، احساس خوشحالی می‌کردم، و شاید به این دلیل که این یکی از چیزهای خوبی بود که با این دوست آموخته بودم.
1,male,7,guilt,3788,"When I talked to another student about the notes she got last semester, not knowing that she got a lot of bad grades.",وقتی با دانشجوی دیگری درباره یادداشت‌های او در ترم گذشته صحبت کردم، بدون اینکه بدانم او نمرات بدی گرفته بود.
2,female,5,disgust,3146,A sour looking man was beating his thin dog in Remuera.,دیدن مردی با قیافه ی تُرش که در رِموره سگ لاغرش را کتک می زد.
2,female,3,anger,4071,"I had an argument with my mother because I criticized the rules she imposes at home, which are too rigid and arbitrary for me.",من با مادرم به مشاجره پرداختم زیرا قوانین سفت و سختی که او در خانه تحمیل می‌کند را مورد انتقاد قرار دادم، قوانینی که برای من بسیار سختگیرانه و خودسرانه هستند.
1,male,5,disgust,6151,The first day I visited the hospital I was disgusted because I experienced offensive smell which I never expected. I nearly ran away from the course.,بر اولین روزی که به بیمارستان رفتم، احساس انزجار کردم زیرا بوی آزاردهنده ای را تجربه کردم که هرگز انتظارش را نداشتم. تقریباً از آنجا گریختم.
1,male,7,guilt,3270,I was late meeting someone for an appointment.,متأسفانه به قرار ملاقاتی با کسی دیر رسیدم.
2,female,6,shame,5780,Arguing with a friend over politics. She was more informed on the issues and made me feel very ashamed of my political ignorance.,در مورد سیاست با دوستی بحث و جدل کردن. او در مورد مسائل آگاهی بیشتری داشت و باعث شد احساس خجالت شدیدی از نادانی سیاسی خود داشته باشم.
1,male,3,anger,6015,When I saw a few people beating a man who seemed to be a stranger.,وقتی چند نفر را دیدم که مردی که به نظر می‌رسید غریبه باشد را مضروب می‌کردند.
1,male,6,shame,5468,I took my math midterm and got it back the following Wednesday in class. It was a totally low grade.,نمره امتحان میان ترم ریاضی من را در کلاس روز چهارشنبه بعد دریافت کردم. نمره بسیار پایینی بود.
2,female,6,shame,6627,I was ashamed when I was being introduced to the church congregation.,دچار شرمندگی شدم وقتی که به جماعت کلیسا معرفی می‌شدم.
1,male,3,anger,809,When my mother treats me as a 10-year old boy.,وقتی مادرم با من مثل یک پسر ۱۰ ساله برخورد میکند.
2,female,7,guilt,140,I got angry at my mother for something trivial.  We were in a bad mood because my father was very ill and I knew that my mother really needed support.  I had reacted wrongly.,من به مادرم برای چیزی بسیار جزئی عصبانی شدم. ما در حالت بدی بودیم زیرا پدرم بسیار بیمار بود و من می‌دانستم که مادرم واقعاً به حمایت نیاز دارد. من به شکل نادرستی واکنش نشان داده بودم.
2,female,6,shame,3366,Close friend discovered I had deceived them. Felt shame at having done it and knowing that they knew.,دوست نزدیک من دریافت که من آنها را فریب داده ام. احساس شرم کردم به خاطر اینکه این کار را انجام داده ام و میدانستم که آنها می دانند.
2,female,2,fear,2828,"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown.",من باید آدنوئیدهایم را بیرون میآوردم. من تقریباً برای یک سال این را در ذهنم داشتم - من میترسیدم. اما در طول دو ساعت در اتاق بیمارستان، در حالی که منتظر فراخوانده شدن برای عمل جراحی بودم، ترس واقعی را احساس میکردم - از درد، از آنچه که قرار بود به من بکنند، از ناشناخته.
2,female,2,fear,1101,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner.",در ایستگاه راه آهن، در حین انتظار برای آخرین قطار در شب، متوجه شدم که یک مرد جوان مست به طور هدفمندی به سمت من نزدیک می‌شود.
2,female,4,sadness,1259,"The fact that my mother is getting married again (my mother and father divorced about 15 years ago) means that she will probably move to Turku, and our home, which is a one family house, will be sold (I myself have not been living at home for the past six years).",این واقعیت که مادرم دوباره ازدواج می‌کند (مادر و پدرم حدود 15 سال پیش از هم طلاق گرفتند) به معنای این است که او احتمالا به توکو نقل مکان خواهد کرد، و خانه ما که یک خانه یک خانواده‌ای است، فروخته خواهد شد (من خود در 6 سال گذشته در خانه زندگی نکرده‌ام).
2,female,7,guilt,7399,I had fixed a meeting with my classmates and I missed it as I was tired.  Besides everyone at the meeting was a stranger to me and I did not want to make friends with them.  Whatever the reasons - I  felt guilty.,من قرار ملاقاتی با همکلاسی‌هایم را گذاشته بودم اما به خاطر خستگی آن را از دست دادم. علاوه بر این همه افراد در آن ملاقات برای من غریبه بودند و نمی‌خواستم با آن‌ها دوست شوم. هر چه باشد دلیل آن، من احساس گناه می‌کردم.
2,female,3,anger,1102,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life.",در حین گفتوگو با مادرم، متوجه شدم که او لحظهای در توجیه تصمیمات مربوط به زندگی من تردید نمیکند.
2,female,5,disgust,1563,"When I saw a woman subjugated by money and not being able to hide how she hated herself for not having the will power to get out of such a situation because it was convenient, according to what she told me.",زمانی که من زنی را دیدم که توسط پول مغلوب شده بود و نمی توانست پنهان کند که چگونه از خودش متنفر است، چون به گفته خودش این وضعیت برایش راحت بود.
2,female,5,disgust,2428,To see damaged lettuce (with worms) in the icebox.,نگاه کردن به کاهوی آسیب دیده (با کرم) در یخچال.
2,female,1,joy,3493,A friend came to tell me that her father invited me to go on holiday with them in Benidorm otherwise I could not afford to go on holiday.,دوستی به من آمد و گفت که پدرش مرا دعوت کرده است تا با آن‌ها در بنیدورم تعطیلات بروم وگرنه من نمی‌توانستم به تنهایی به تعطیلات بروم.
1,male,6,shame,6756,Did not finish homework.,نتوانستم تکلیف خانگی را تکمیل کنم.
1,male,2,fear,4557,When my father's home was to be broken into by thieves who had guns.,وقتی خانه پدرم قرار بود توسط سارقانی که اسلحه داشتند مورد یورش قرار گیرد.
2,female,7,guilt,3858,"When I got associated with a boy one year ago, I neglected my best friend. When the relation with this boy finished she behaved very easy-going towards me. I felt guilty then.",زمانی که یک سال پیش با پسری آشنا شدم، دوست صمیمی خود را نادیده گرفتم. وقتی این رابطه با پسر تمام شد، او با من رفتار بسیار مهربانانه ای داشت. آن موقع احساس گناه کردم.
2,female,1,joy,1198,When I got a letter from home.,وقتی که نامه ای از خانه دریافت کردم.
1,male,7,guilt,5581,When I stole something.,وقتی که چیزی را دزدیدم.
2,female,4,sadness,3618,"My boyfriend with whom I had a longlasting relationship, fell in love with another girl, then he asked me something which implied that he loved that girl more than he loved me.",من با کسی که با او رابطه ای طولانی داشتم، عاشق دختر دیگری شد و سپس چیزی را از من خواست که نشان می داد او آن دختر را بیشتر از من دوست دارد.
1,male,3,anger,5086,"I got into an argument with a photographer for whom I had to pose twelve times, over  a period of four weeks, before I could get a snap of mine.  Every time the film was processed my snap did not come out although the others did.",شروع به مجادله با یک عکاس کردم که باید دوازده بار برای او مدل میشدم، طی یک دوره چهار هفتهای، قبل از اینکه بتوانم یک عکس از خودم بگیرم. هر بار که فیلم ظاهر میشد، عکس من ظاهر نمیشد، در حالی که عکس دیگران ظاهر میشد.
2,female,1,joy,5582,I gave my mom a gift she wanted for years. I raflected her joy.,من به مادرم هدیه ای را که او برای سال ها می خواست، دادم. من شادی او را بازتاب دادم.
2,female,4,sadness,5896,"When my mother scolded me for something, very insignificant, without knowing the real cause of what had happened. ",وقتی مادرم مرا به خاطر چیزی بسیار ناچیز سرزنش می‌کرد، بدون اینکه علت واقعی آنچه اتفاق افتاده بود را بداند.
2,female,5,disgust,3626,A friend and a girlfriend went to Rome for 10 days with their class. When they were back home I heard people tell strange stories about my friend and that girlfriend.,دوستی و دوست دختر او برای ۱۰ روز به رم با کلاس خود رفتند. وقتی که به خانه برگشتند، شنیدم که مردم داستان های عجیب و غریبی درباره دوستم و آن دوست دختر تعریف می‌کردند.
1,male,4,sadness,6409,I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.,در کُندوک در پادگان خوابیده بودم که شبانه دچار آتش سوزی شد و بهترین اشیاء شخصی من در آنجا سوخت.
2,female,3,anger,3467,When my mother rejected my boyfriend and made unfair judgements on him.,وقتی مادرم از پذیرش آن شخص مورد علاقه من خودداری کرد و داوری های ناعادلانه ای درباره او داشت.
1,male,1,joy,4724,I experienced joy when I got the results - I had made it to the second year.,لذت را تجربه کردم وقتی که نتایج را به دست آوردم - من به سال دوم راه یافته بودم.
1,male,6,shame,5236,"When I did not do well in the PG310 test I, I got only 4 marks above the pass marks despite my effort.  I felt bad because quite a number of friends did better.",زمانی که در آزمون PG310 عملکرد خوبی نداشتم، با وجود تلاشم، تنها 4 نمره بالاتر از نمره قبولی کسب کردم. احساس بدی داشتم چون تعداد زیادی از دوستانم بهتر عمل کرده بودند.
2,female,3,anger,3926,I worked together with another student on a computer-assignment. She didn't do her best and didn't prepare herself for it. She expected me to explain it to her.,من با یک دانشجوی دیگر روی یک تکلیف رایانه ای کار کردم. او بهترین تلاش خود را نکرد و برای آن آماده نشده بود. او از من انتظار داشت که آن را برایش توضیح دهم.
1,male,5,disgust,4917,"An officer at the Dean of students office had promised me to give me a room the next day, but he failed to keep his promise.",به مدیر دفتر دانشجویان قول داده بود که فردا اتاقی به من بدهد، اما نتوانست به وعده‌اش عمل کند.
1,male,5,disgust,4553,I usually come back home early but this day I came home back late to find some visitors at my place.,معمولاً من زود به خانه بازمی‌گردم، اما امروز دیرتر به خانه برگشتم و بازدیدکنندگانی را در محل زندگی‌ام یافتم.
2,female,1,joy,5108,"Right before I went to a concert with my last boyfriend he told me that although he told me he was going to take me to the concert, he didn't want to see me anymore. After that we stayed overnight and I said well, when he leaves me I will be ruined for awhile, but for now we're together. I woke up in his arms and it was the happiest moment of my life.",قبل از اینکه به کنسرت با آخرین دوست پسرم بروم، به من گفت که گرچه به من گفته بود که او مرا به کنسرت خواهد برد، اما دیگر نمی‌خواهد مرا ببیند. پس از آن، ما شب را با هم گذراندیم و من گفتم که وقتی او مرا ترک کند، برای مدتی ویران خواهم شد، اما برای حال، ما با هم هستیم. من در آغوش او بیدار شدم و این لحظه‌ی خوشحال‌کننده‌ترین لحظه‌ی زندگی‌ام بود.
2,female,4,sadness,3969,We had to take our cat to the vet for mercy killing (an injection).,دوبارۀ مجبور بودیم گربۀ خود را برای کشتن ترحم‌آمیز (تزریق) به دامپزشک ببریم.
2,female,3,anger,4985,"One day I had an appointment with my boyfriend which I had objected to in the begining, however he visited me and convinced me to come.  The day of the appointment; I had to wait for him for over an hour.",روزی من قرار ملاقاتی با پسرم داشتم که در ابتدا با آن مخالفت کرده بودم، اما او به دیدنم آمد و مرا متقاعد کرد که بیایم. روز قرار ملاقات، من بیش از یک ساعت منتظر او شدم.
1,male,2,fear,2928,I bet that I would jump down from a window. I was sure that I would jump but before I did it I rather felt fear.,من شرط بستم که از پنجره پایین بپرم. مطمئن بودم که خواهم پرید اما قبل از اینکه این کار را انجام دهم، بیشتر احساس ترس کردم.
1,male,5,disgust,4651,A pig in the well from which we drink.,یک خوک در چاهی که از آن آب می‌نوشیم.
1,male,2,fear,2914,Because of a conflict with my parents there was a possibility to interrupt my studies.,به دلیل اختلاف با والدینم، احتمال موقوف کردن تحصیلات من وجود داشت.
2,female,2,fear,1686,My first public appearance in front of a rathe big audience.,من اولین ظهور عمومی من در مقابل یک جمعیت نسبتا بزرگ.
2,female,7,guilt,1176,"While travelling in a bus with an invalid ticket, I got caught.",در حین سفر با اتوبوس با بلیط نامعتبر، من دستگیر شدم.
1,male,6,shame,854,Forgot to do some shopping that I had promised to do.,فراموش کردم بعضی از خرید هایی را که قول داده بودم انجام دهم.
1,male,6,shame,4939,"When a woman who I respected very much was made pregnant, unexpectedly by a man of a caliber I never expected.",زمانی که زنی که من به او احترام زیادی داشتم ناگهان و غیرمنتظره توسط مردی که من هرگز انتظار چنین چیزی را از او نداشتم باردار شد.
1,male,2,fear,1728,"When we had swimming instruction, we had to take a header from the springboard. I usually refused to do that, but at least I was forced to.",وقتی که ما آموزش شنا داشتیم، باید از تخته پرش شیرجه می‌زدیم. من معمولاً از انجام این کار امتناع می‌کردم، اما حداقل مجبور به انجام آن می‌شدم.
1,male,3,anger,1958,"Following an argument with my brother, he broke my golf clubs.",پس از دعوایی با برادرم، او گلف های مرا شکست.
2,female,6,shame,1863,"When I realised that I had become too emotionally involved with the person I'm going out with, and when I began to like someone else and questioned whether I really care about person I'm with.",وقتی متوجه شدم که بیش از حد عاطفی با شخصی که با او بیرون میروم درگیر شدهام و زمانی که به کسی دیگر علاقهمند شدم و به این موضوع شک کردم که آیا واقعا به فردی که با او هستم اهمیت میدهم.
2,female,1,joy,6622,The time I learnt that I had passed my Malawi School leaving Certificate Examinations.,این زمانی بود که متوجه شدم امتحانات گواهینامه خروج از مدرسه مالاوی را قبول شده‌ام.
2,female,4,sadness,6897,Finding out my best friend cannot go to the English lectures.,پی بردن به این که بهترین دوستم نمی‌تواند به کلاس‌های زبان انگلیسی برود.
2,female,2,fear,1400,"I went home all alone from a restaurant. It was dark, I went very fast. Behind me, there were some drunk men who shouted at me. By chance, I met some friends who accompanied me.",من به تنهایی از یک رستوران به خانه رفتم. هوا تاریک بود و من با سرعت زیادی می‌رفتم. پشت سرم چند مرد مست بودند که به من فریاد می‌زدند. به طور اتفاقی با چند دوست آشنا شدم که همراهم شدند.
1,male,7,guilt,1941,"I wasn't able to see my girlfriend on her birthday and because I was late arriving home from uni, I didn't phone her as arranged at a certain time (she rang in the meantime).",من نتوانستم در روز تولد دوست دخترم او را ببینم و به دلیل اینکه دیر به خانه رسیدم از دانشگاه، با او در زمان مقرر تماس نگرفتم (او در همان زمان با من تماس گرفته بود).
2,female,2,fear,3349,Stopped at lights in Mangere late one Friday night on way home from work. Alone in car when someone came up behind the car and started banging and shaking it. Light was red and had nowhere to go until light changed. When green I took off.,در منگره در یک جمعه شب دیر وقت در راه بازگشت از کار در چراغ قرمز متوقف شدم. تنها در ماشین بودم که کسی از پشت ماشین آمد و شروع به ضربه زدن و تکان دادن آن کرد. چراغ قرمز بود و تا زمان سبز شدن چراغ جایی برای رفتن نداشتم. وقتی چراغ سبز شد، به راه افتادم.
1,male,3,anger,377,"When my friend, as usual, forgot the tickets at home for a performance.  We missed it.",وقتی دوستم، مطابق معمول، بلیط‌ها را در خانه فراموش کرد، از دست دادیم.
1,male,7,guilt,1927,"Guilt at having pressed another person to expose/explore his personal weaknesses/faults, to the extent that the other person was made to feel terrible/defensive.",احساس گناه برای اینکه فرد دیگری را وادار کرده اید تا ضعف‌ها و نقایص شخصی خود را نمایان سازد و اکتشاف کند، تا حدی که آن فرد دیگر را مجبور به احساس بد و دفاعی کرده است.
2,female,7,guilt,1242,"I had not written to, or called my grandmother, who was lonely, for a long time.  My mother asked me to call her on her behalf and when I did so, my grandmother was delighted and she told me that she had been waiting for some news from us.",من مدت‌زیادی بود که به مادربزرگم که تنها بود، ننوشته و تماس نگرفته بودم. مادرم از من خواست که به جای او به او زنگ بزنم و وقتی چنین کردم، مادربزرگم خوشحال شد و به من گفت که در انتظار دریافت اخبار از ما بوده‌است.
1,male,7,guilt,2594,A sense of guilt I felt once when I couldn't defend the confidence my teacher had in me and thus discrediting him at a concert.,احساس گناه را هنگامی تجربه کردم که نتوانستم اعتماد معلمم را در خود حفظ کرده و بدین ترتیب در یک کنسرت به او بی اعتبار شوم.
2,female,7,guilt,290,I spoke to my mother on the phone.  She had skin cancer and was waiting to be operated.  I forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing.,من با مادرم در تلفن صحبت کردم. او به سرطان پوست مبتلا بود و در انتظار عمل جراحی بود. من فراموش کردم که تاریخ عمل جراحی را از او بپرسم و درست قبل از پایان مکالمه، او تاریخ را به من داد.
1,male,3,anger,1352,When I lost my driving license because I had been driving while under the influence of alcool.,وقتی که مجوز رانندگی خود را از دست دادم زیرا تحت تأثیر الکل رانندگی می کردم.
2,female,3,anger,2433,"I don't use to lie to my parets about what I do, and the two times that I felt anger were when they doubted me I said that I was going to the club, and they didn't believe me because the day before they had met me at FLIPERAMA. I had the wish to kill them.",من به والدینم دربارۀ آنچه انجام می‌دهم دروغ نمی‌گویم، و دو بار که احساس خشم کردم زمانی بود که آنها به من شک داشتند. من گفتم که به باشگاه می‌روم، اما آنها باور نکردند چون روز قبل مرا در FLIPERAMA دیده بودند. آرزو داشتم آنها را بکشم.
2,female,7,guilt,6652,I felt guilty when I tore a photograph I found at my boyfriend's place only to realise that it was his sister who was on the photograph.,من احساس گناه کردم وقتی که عکسی را که در محل دوست پسرم پیدا کرده بودم، پاره کردم، فقط برای این که متوجه شوم که آن عکس، خواهر او بود.
1,male,5,disgust,5277,When I failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in Zambia.,وقتی که در آزمون ورودی دانشکده پزشکی رد شدم و به مطالعه بیوشیمی که در زامبیا چشم‌انداز شغلی ندارد، مشغول بودم.
1,male,3,anger,7298,My elder brother often criticizes my mother's cooking.  Once he did it very impolitely and lost his temper.  This made all of us very sad.  I was very angry and I scolded him.  He asked me not to interfere with what was his buisness.,برادر بزرگ‌تر من اغلب آشپزی مادرم را مورد انتقاد قرار می‌دهد. یک بار او این کار را بسیار بی‌ادبانه انجام داد و عصبانی شد. این همه ما را بسیار غمگین کرد. من خیلی عصبانی بودم و او را سرزنش کردم. او از من خواست که در امورش دخالت نکنم.
1,male,4,sadness,2674,"A sudden doubt made me run for a long time in a rainy autumn night. When I reached the intended place I saw my beloved in another man's arms. A sudden blow, grief, I cannot qualify it, it is painful for me to remember about it.","این متن را به صورت روان به فارسی ترجمه می‌کنم:

شکی ناگهانی باعث شد که در شب پاییزی بارانی مدت طولانی بدوم. وقتی به مکان مورد نظر رسیدم، دیدم که عزیزم در آغوش مرد دیگری است. ضربه‌ای ناگهانی، اندوه، نمی‌توانم آن را توصیف کنم، به خاطر آوردن آن برایم دردناک است."
2,female,6,shame,3304,"A serious drug error while nursing that I knew I was responsible for (patient lived, no complications fortunately).",در حین مراقبت از بیمار، اشتباه دارویی جدی که میدانستم مسئول آن هستم (بیمار زنده ماند، خوشبختانه عوارضی نداشت).
1,male,5,disgust,6266,"A railways officer, when asked by the ticket checker to produce his tickets, got very aggressive and started abusing and using his authority in a very wrong way.",جستجوگر بلیط از یک مأمور راه آهن خواست تا بلیط های خود را ارائه دهد، اما آن مأمور بسیار پرخاشگر شد و شروع به توهین و سوء استفاده از قدرت خود به طرز بسیار نادرستی کرد.
2,female,6,shame,2385,"I had never made a malicious joke in front of my boyfriend. Last week I did it I was funny, he loved it, and I died of shame.",من هرگز شوخی شرورانه ای را در برابر دوستپسرم انجام نداده بودم. هفته گذشته این کار را کردم، خنده دار بود، او از آن لذت برد و من از شرم مردم.
1,male,3,anger,1799,"My father had bought too many goods for his shop, there was not enough space to store them.",پدرم تعداد زیادی کالا برای مغازه‌اش خریده بود و فضای کافی برای نگهداری آنها نداشت.
2,female,1,joy,4752,When I received my promotion letter.,وقتی که من نامه ارتقای شغلی خود را دریافت کردم.
2,female,3,anger,1819,A friend had promised me to give me a lift to Graz. To be sure I called her before we went. She told me that she had just promised another person to give him a lift.,دوستی به من قول داده بود که مرا به گراتس ببرد. برای اطمینان قبل از رفتن با او تماس گرفتم. او به من گفت که تازه به شخص دیگری قول داده است که او را نیز ببرد.
2,female,5,disgust,3048,"I feel disgusted with the bootlickers, with helpless people.",متأسفانه با چاپلوسان و افراد بی‌همت احساس انزجار دارم.
2,female,6,shame,2071,Lying to a friend about something that was trivial.,دروغ گفتن به دوست درباره چیزی که بی اهمیت بود.
2,female,5,disgust,6678,I was disgusted the other day I was told to take off the dog's faeces around the house since they smelled bad I did the job but in the end I felt disgusted.,من دیگر روز گذشته ناراحت شدم زیرا به من گفته شد که مدفوع سگ را در اطراف خانه جمع کنم چرا که بوی بدی داشت. من این کار را انجام دادم اما در نهایت احساس ناراحتی کردم.
1,male,2,fear,4154,When two drug addicts tried to take away my money.,وقتی دو معتاد مواد مخدر سعی کردند پول من را ببرند.
